,Unnamed: 0,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
1082,2030,article,2526986,Carsten  Kleiner and Christopher  Tebbe and Felix  Heine,,,,Automated Grading and Tutoring of SQL Statements to Improve Student Learning,161--168,,8.0,"SQL, automated assessment, automated grading, computer science education, distance learning, information systems education, learning management system, tutoring",10.1145/2526968.2526986,,,,,,,2013.0,,Proceedings of the 13th Koli Calling International Conference on Computing Education Research,Koli Calling '13,,978-1-4503-2482-3,"Koli, Finland",ACM,"New York, NY, USA",computer science usability education
1086,2035,article,1352247,Alasdair  McAndrew,,,,Teaching Cryptography with Open-source Software,325--329,,5.0,"computer science education, cryptography, discrete mathematics, exploratory learning, open-source software",10.1145/1352322.1352247,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1087,2036,article,1352247,Alasdair  McAndrew,,,,Teaching Cryptography with Open-source Software,325--329,,5.0,"computer science education, cryptography, discrete mathematics, exploratory learning, open-source software",10.1145/1352135.1352247,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computer science usability education
1096,2046,article,2382397,Yinghui  Shi and Zongkai  Yang and Harrison Hao Yang and Sanya  Liu,,,,The Impact of Interactive Whiteboards on Education,213--218,,6.0,"instructional effectiveness, interactive whiteboards, language teaching and learning, mathematics education, science education, teaching strategies and methods",10.1145/2382336.2382397,,,,,,,2012.0,,Proceedings of the 4th International Conference on Internet Multimedia Computing and Service,ICIMCS '12,,978-1-4503-1600-2,"Wuhan, China",ACM,"New York, NY, USA",computer science usability education
1097,2047,article,1562912,Rivka  Taub and Mordechai  Ben-Ari and Michal  Armoni,,,,The Effect of CS Unplugged on Middle-school Students' Views of CS,99--103,,5.0,"K-12 instruction, attitudes, computer science unplugged, views",10.1145/1595496.1562912,SIGCSE Bull.,September 2009,41,3,,July,2009.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1098,2048,article,1562912,Rivka  Taub and Mordechai  Ben-Ari and Michal  Armoni,,,,The Effect of CS Unplugged on Middle-school Students' Views of CS,99--103,,5.0,"K-12 instruction, attitudes, computer science unplugged, views",10.1145/1562877.1562912,,,,,,,2009.0,,Proceedings of the 14th Annual ACM SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '09,,978-1-60558-381-5,"Paris, France",ACM,"New York, NY, USA",computer science usability education
1100,2050,article,1508927,Roy P. Pargas and Samuel  Bryfczynski,,,,Using Ink to Expose Students' Thought Processes in CS2/CS7,168--172,,5.0,"cognitive science, collaborative learning, tablet pc",10.1145/1539024.1508927,SIGCSE Bull.,March 2009,41,1,,March,2009.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1101,2051,article,1508927,Roy P. Pargas and Samuel  Bryfczynski,,,,Using Ink to Expose Students' Thought Processes in CS2/CS7,168--172,,5.0,"cognitive science, collaborative learning, tablet pc",10.1145/1508865.1508927,,,,,,,2009.0,,Proceedings of the 40th ACM Technical Symposium on Computer Science Education,SIGCSE '09,,978-1-60558-183-5,"Chattanooga, TN, USA",ACM,"New York, NY, USA",computer science usability education
1131,2102,article,353486,Frank E. Ritter and Gordon D. Baxter and Gary  Jones and Richard M. Young,,,,Supporting Cognitive Models As Users,141--173,,33.0,"cognitive modeling, usability engineering",10.1145/353485.353486,ACM Trans. Comput.-Hum. Interact.,June 2000,7,2,,June,2000.0,1073-0516,,,,,,ACM,"New York, NY, USA",computer science usability education
1145,2129,article,1508925,Susan  Horwitz and Susan H. Rodger and Maureen  Biggers and David  Binkley and C. Kolin Frantz and Dawn  Gundermann and Susanne  Hambrusch and Steven  Huss-Lederman and Ethan  Munson and Barbara  Ryder and Monica  Sweat,,,,Using Peer-led Team Learning to Increase Participation and Success of Under-represented Groups in Introductory Computer Science,163--167,,5.0,"esp, inclusion, introductory computer science course, peer-led team learning, pltl, under-represented groups, women in computer science",10.1145/1539024.1508925,SIGCSE Bull.,March 2009,41,1,,March,2009.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1146,2130,article,1508925,Susan  Horwitz and Susan H. Rodger and Maureen  Biggers and David  Binkley and C. Kolin Frantz and Dawn  Gundermann and Susanne  Hambrusch and Steven  Huss-Lederman and Ethan  Munson and Barbara  Ryder and Monica  Sweat,,,,Using Peer-led Team Learning to Increase Participation and Success of Under-represented Groups in Introductory Computer Science,163--167,,5.0,"esp, inclusion, introductory computer science course, peer-led team learning, pltl, under-represented groups, women in computer science",10.1145/1508865.1508925,,,,,,,2009.0,,Proceedings of the 40th ACM Technical Symposium on Computer Science Education,SIGCSE '09,,978-1-60558-183-5,"Chattanooga, TN, USA",ACM,"New York, NY, USA",computer science usability education
1151,2136,article,1562921,Roy P. Pargas and Samuel  Bryfczynski,,,,What Were They Thinking?,134--138,,5.0,"cognitive science, collaborative learning, tablet pc",10.1145/1595496.1562921,SIGCSE Bull.,September 2009,41,3,,July,2009.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1152,2137,article,1562921,Roy P. Pargas and Samuel  Bryfczynski,,,,What Were They Thinking?,134--138,,5.0,"cognitive science, collaborative learning, tablet pc",10.1145/1562877.1562921,,,,,,,2009.0,,Proceedings of the 14th Annual ACM SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '09,,978-1-60558-381-5,"Paris, France",ACM,"New York, NY, USA",computer science usability education
1158,2149,article,2445338,Wade  Fagen and Samuel  Kamin,,,,Measuring Increased Engagement Using Tablet PCs in a Code Review Class,465--470,,6.0,"audio analysis, education, software engineering, tablet computers",10.1145/2445196.2445338,,,,,,,2013.0,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computer science usability education
1163,2157,article,1140174,Curt  Hill and Vijayakumar  Shanmugasundaram and Martina  Miteva,,,,Agents Help Students in ProgrammingLand,183--187,,5.0,"CS educational research, blended education, distance education, online instruction",10.1145/1140123.1140174,SIGCSE Bull.,September 2006,38,3,,June,2006.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1164,2158,article,1140174,Curt  Hill and Vijayakumar  Shanmugasundaram and Martina  Miteva,,,,Agents Help Students in ProgrammingLand,183--187,,5.0,"CS educational research, blended education, distance education, online instruction",10.1145/1140124.1140174,,,,,,,2006.0,,Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITICSE '06,,1-59593-055-8,"Bologna, Italy",ACM,"New York, NY, USA",computer science usability education
1175,2173,article,1508959,James J. Lu and George H.L. Fletcher,,,,Thinking About Computational Thinking,260--264,,5.0,"computational thinking, k-12 education, language",10.1145/1539024.1508959,SIGCSE Bull.,March 2009,41,1,,March,2009.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1176,2174,article,1508959,James J. Lu and George H.L. Fletcher,,,,Thinking About Computational Thinking,260--264,,5.0,"computational thinking, k-12 education, language",10.1145/1508865.1508959,,,,,,,2009.0,,Proceedings of the 40th ACM Technical Symposium on Computer Science Education,SIGCSE '09,,978-1-60558-183-5,"Chattanooga, TN, USA",ACM,"New York, NY, USA",computer science usability education
1177,2175,article,2721978,Christian  K&#246;ppe and Anne  Bartilla,,,,Towards a Pattern Approach for Improving Enrollment and Retention of Female Students in Computer Science Education,18:1--18:9,18.0,9.0,"diversity, education, educational patterns, female students",10.1145/2721956.2721978,,,,,,,2014.0,,Proceedings of the 19th European Conference on Pattern Languages of Programs,EuroPLoP '14,,978-1-4503-3416-7,"Irsee, Germany",ACM,"New York, NY, USA",computer science usability education
1184,2191,article,1268797,James  Miller and Michael  Smith,,,,A TDD Approach to Introducing Students to Embedded Programming,33--37,,5.0,"TDD, education, embedded programming",10.1145/1268784.1268797,,,,,,,2007.0,,Proceedings of the 12th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '07,,978-1-59593-610-3,"Dundee, Scotland",ACM,"New York, NY, USA",computer science usability education
1185,2192,article,1268797,James  Miller and Michael  Smith,,,,A TDD Approach to Introducing Students to Embedded Programming,33--37,,5.0,"TDD, education, embedded programming",10.1145/1269900.1268797,SIGCSE Bull.,September 2007,39,3,,June,2007.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1189,2198,article,961544,Timothy  Huang and Frank  Swenton,,,,Teaching Undergraduate Software Design in a Liberal Arts Environment Using RoboCup,114--118,,5.0,"RoboCup, computer science education, curriculum, multi-agent systems, programming teams, simulation, software design",10.1145/961290.961544,SIGCSE Bull.,September 2003,35,3,,June,2003.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1190,2199,article,961544,Timothy  Huang and Frank  Swenton,,,,Teaching Undergraduate Software Design in a Liberal Arts Environment Using RoboCup,114--118,,5.0,"RoboCup, computer science education, curriculum, multi-agent systems, programming teams, simulation, software design",10.1145/961511.961544,,,,,,,2003.0,,Proceedings of the 8th Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '03,,1-58113-672-2,"Thessaloniki, Greece",ACM,"New York, NY, USA",computer science usability education
1191,2200,article,1227322,Larisa  Eidelman and Orit  Hazzan,,,,Eccles' Model of Achievent-related Choices: The Case of Computer Science Studies in Israeli High Schools,29--33,,5.0,"Israel, achievent-related choices, computer science education, culture, gender, high school",10.1145/1227504.1227322,SIGCSE Bull.,March 2007,39,1,,March,2007.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1192,2201,article,1227322,Larisa  Eidelman and Orit  Hazzan,,,,Eccles' Model of Achievent-related Choices: The Case of Computer Science Studies in Israeli High Schools,29--33,,5.0,"Israel, achievent-related choices, computer science education, culture, gender, high school",10.1145/1227310.1227322,,,,,,,2007.0,,Proceedings of the 38th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '07,,1-59593-361-1,"Covington, Kentucky, USA",ACM,"New York, NY, USA",computer science usability education
1195,2207,article,808101,John R. Mashey,,,,ASSIST: Three Year's Experience with a Student-oriented Assembler,157--165,,9.0,"Computer science education, Student assembler, Student job processing, Systems programming instruction",10.1145/953053.808101,SIGCSE Bull.,February 1973,5,1,,January,1973.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1196,2208,article,808101,John R. Mashey,,,,ASSIST: Three Year's Experience with a Student-oriented Assembler,157--165,,9.0,"Computer science education, Student assembler, Student job processing, Systems programming instruction",10.1145/800010.808101,,,,,,,1973.0,,Proceedings of the Third SIGCSE Technical Symposium on Computer Science Education,SIGCSE '73,,,,ACM,"New York, NY, USA",computer science usability education
1202,2217,article,1352222,Vasil Y. Hnatyshin and Andrea F. Lobo,,,,Undergraduate Data Communications and Networking Projects Using Opnet and Wireshark Software,241--245,,5.0,"computer science education research, data communications, laboratory environments, modeling, networks, opnet, simulation, software tools, wireshark",10.1145/1352135.1352222,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computer science usability education
1203,2218,article,1352222,Vasil Y. Hnatyshin and Andrea F. Lobo,,,,Undergraduate Data Communications and Networking Projects Using Opnet and Wireshark Software,241--245,,5.0,"computer science education research, data communications, laboratory environments, modeling, networks, opnet, simulation, software tools, wireshark",10.1145/1352322.1352222,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1210,2227,article,1268802,Laura  Korte and Stuart  Anderson and Helen  Pain and Judith  Good,,,,Learning by Game-building: A Novel Approach to Theoretical Computer Science Education,53--57,,5.0,"automata theory, constructionism, game-based learning, game-building, regular languages, theoretical computer science, turing machines",10.1145/1269900.1268802,SIGCSE Bull.,September 2007,39,3,,June,2007.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
1211,2228,article,1268802,Laura  Korte and Stuart  Anderson and Helen  Pain and Judith  Good,,,,Learning by Game-building: A Novel Approach to Theoretical Computer Science Education,53--57,,5.0,"automata theory, constructionism, game-based learning, game-building, regular languages, theoretical computer science, turing machines",10.1145/1268784.1268802,,,,,,,2007.0,,Proceedings of the 12th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '07,,978-1-59593-610-3,"Dundee, Scotland",ACM,"New York, NY, USA",computer science usability education
