,Unnamed: 0,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
104,273,article,1216224,Mikko T. Siponen and Harri  Oinas-Kukkonen,,,,A Review of Information Security Issues and Respective Research Contributions,60--80,,21.0,computer science,10.1145/1216218.1216224,SIGMIS Database,February 2007,38,1,,February,2007.0,0095-0033,,,,,,ACM,"New York, NY, USA",computer science accessibility education
105,275,article,1639670,Annalu  Waller and Vicki L. Hanson and David  Sloan,,,,Including Accessibility Within and Beyond Undergraduate Computing Courses,155--162,,8.0,"accessibility, disability, higher education, inclusion, older adults",10.1145/1639642.1639670,,,,,,,2009.0,,Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility,Assets '09,,978-1-60558-558-1,"Pittsburgh, Pennsylvania, USA",ACM,"New York, NY, USA",computer science accessibility education
106,277,article,1384326,J. Mark Pullen and Jim X. Chen,,,,Distributed Application Launching for High Quality Graphics in Synchronous Distance Education,204--208,,5.0,"accessibility, application launching, internet distance education",10.1145/1597849.1384326,SIGCSE Bull.,September 2008,40,3,,June,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science accessibility education
108,279,article,2339057,Michael  Wrinn,,,,Parallel Computing: Thoughts Following a Four-year Tour of Academic Outreach,4--8,,5.0,"CS principles, computational thinking, computer science education",10.1145/2339055.2339057,ACM Inroads,September 2012,3,3,,September,2012.0,2153-2184,,,,,,ACM,"New York, NY, USA",computer science accessibility education
121,303,article,1352171,Yanqing  WANG and LI  Yijun and Michael  Collins and Peijie  LIU,,,,Process Improvement of Peer Code Review and Behavior Analysis of Its Participants,107--111,,5.0,"behavior analysis, computer science education, learning outcome, peer code review (pcr), software quality assurance (sqa)",10.1145/1352135.1352171,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computer science accessibility education
123,306,article,1878808,Sri H. Kurniawan and Sonia  Arteaga and Roberto  Manduchi,,,,"A General Education Course on Universal Access, Disability, Technology and Society",11--18,,8.0,"disability awareness, general education, undergraduate education, universal access",10.1145/1878803.1878808,,,,,,,2010.0,,Proceedings of the 12th International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS '10,,978-1-60558-881-0,"Orlando, Florida, USA",ACM,"New York, NY, USA",computer science accessibility education
124,307,article,1529311,Rui  Lopes and Konstantinos  Votis and Lu&#237;s  Carri&#231;o and Dimitrios  Tzovaras and Spiridon  Likothanassis,,,,Towards the Universal Semantic Assessment of Accessibility,147--151,,5.0,"semantic accessibility assessment, universal accessibility",10.1145/1529282.1529311,,,,,,,2009.0,,Proceedings of the 2009 ACM Symposium on Applied Computing,SAC '09,,978-1-60558-166-8,"Honolulu, Hawaii",ACM,"New York, NY, USA",computer science accessibility education
128,317,article,1822155,Mark K. Gardner and Wu-chun  Feng,,,,Broadening Accessibility to Computer Science for K-12 Education,229--233,,5.0,"K-12, live CD, storytelling alice, virtual computing,",10.1145/1822090.1822155,,,,,,,2010.0,,Proceedings of the Fifteenth Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '10,,978-1-60558-820-9,"Bilkent, Ankara, Turkey",ACM,"New York, NY, USA",computer science accessibility education
129,318,article,2037284,Stephanie  Ludi and Tom  Reichlmayr,,,,The Use of Robotics to Promote Computing to Pre-College Students with Visual Impairments,20:1--20:20,20.0,20.0,"Accessibility, broadening participation in computing, outreach, robotics, visually impaired",10.1145/2037276.2037284,Trans. Comput. Educ.,October 2011,11,3,,October,2011.0,1946-6226,,,,,,ACM,"New York, NY, USA",computer science accessibility education
130,319,article,1352287,Jeffrey P. Bigham and Maxwell B. Aller and Jeremy T. Brudvik and Jessica O. Leung and Lindsay A. Yazzolino and Richard E. Ladner,,,,Inspiring Blind High School Students to Pursue Computer Science with Instant Messaging Chatbots,449--453,,5.0,"accessibility, blind students, chatbots",10.1145/1352135.1352287,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computer science accessibility education
134,327,article,358575,Kenneth I. Magel and Richard H. Austing and Alfs  Berztiss and Gerald L. Engel and John W. Hamblen and A. A.J. Hoffmann and Robert  Mathis,,,,Recommendations for Master's Level Programs in Computer Science: A Report of the ACM Curriculum Committee on Computer Science,115--123,,9.0,"computer science courses, computer science curriculum, computer science education, computer science graduate programs, master's programs",10.1145/358568.358575,Commun. ACM,March 1981,24,3,,March,1981.0,0001-0782,,,,,,ACM,"New York, NY, USA",computer science accessibility education
140,337,article,3058563,Greg  Gay and Naza  Djafarova and Leonora  Zefi,,,,Teaching Accessibility to the Masses,15:1--15:8,15.0,8.0,"Accessibility training, MOOC, computer science, curriculum, pedagogical culture, retention, web accessibility, web development",10.1145/3058555.3058563,,,,,,,2017.0,,Proceedings of the 14th Web for All Conference on The Future of Accessible Work,W4A '17,,978-1-4503-4900-0,"Perth, Western Australia, Australia",ACM,"New York, NY, USA",computer science accessibility education
141,338,article,3017749,Sue  Sentance and Jane  Waite and Steve  Hodges and Emily  MacLeod and Lucy  Yeomans,,,,Creating Cool Stuff: Pupils' Experience of the BBC Micro:Bit,531--536,,6.0,"BBC micro:bit, K-12 computer science, creativity, physical computing, tangibility",10.1145/3017680.3017749,,,,,,,2017.0,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computer science accessibility education
142,341,article,1352222,Vasil Y. Hnatyshin and Andrea F. Lobo,,,,Undergraduate Data Communications and Networking Projects Using Opnet and Wireshark Software,241--245,,5.0,"computer science education research, data communications, laboratory environments, modeling, networks, opnet, simulation, software tools, wireshark",10.1145/1352135.1352222,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computer science accessibility education
144,344,article,1275650,Timothy  Urness,,,,Teaching Computer Organization/Architecture by Building a Computer,72--76,,5.0,"computer architecture, computer science education, hardware",10.1145/1275633.1275650,,,,,,,2007.0,,Proceedings of the 2007 Workshop on Computer Architecture Education,WCAE '07,,978-1-59593-797-1,"San Diego, California",ACM,"New York, NY, USA",computer science accessibility education
146,347,article,1666613,Frutuoso G. M. Silva,,,,Teaching Animation in Computer Science,2:1--2:6,2.0,6.0,"animation, blender, computer science",10.1145/1666611.1666613,,,,,,,2009.0,,ACM SIGGRAPH ASIA 2009 Educators Program,SIGGRAPH ASIA '09,,,"Yokohama, Japan",ACM,"New York, NY, USA",computer science accessibility education
147,348,article,2157314,Christo  Dichev and Darina  Dicheva,,,,Open Educational Resources in Computer Science Teaching,619--624,,6.0,"open content, open education, open educational resources",10.1145/2157136.2157314,,,,,,,2012.0,,Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,SIGCSE '12,,978-1-4503-1098-7,"Raleigh, North Carolina, USA",ACM,"New York, NY, USA",computer science accessibility education
148,351,article,1352286,Mary Elaine Califf and Mary M. Goodwin and Jake  Brownell,,,,Helping Him See: Guiding a Visually Impaired Student Through the Computer Science Curriculum,444--448,,5.0,"accessibility, visually impaired",10.1145/1352135.1352286,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computer science accessibility education
8,35,article,1647442,Alexander S. Mentis,,,,A Robotics API Dialect for Type-safe Robots: Translating Myro to Ada,91--102,,12.0,"Myro, scribbler, undergraduate computer science education",10.1145/1653616.1647442,Ada Lett.,December 2009,29,3,,November,2009.0,1094-3641,,,,,,ACM,"New York, NY, USA",computer science usability education
11,40,article,2817914,Alison  Doubleday,,,,Use of Card Sorting for Online Course Site Organization Within an Integrated Science Curriculum,41--54,,14.0,"card sorting, higher education, information architecture, integrated science curriculum",,J. Usability Studies,February 2013,8,2,,February,2013.0,1931-3357,,,,,,Usability Professionals' Association,"Bloomingdale, IL",computer science usability education
14,46,article,299791,Xris  Faulkner and Fintan  Culwin,,,,Integration of Usability Issues Within Initial Software Development Education. (It's All About the User Dummy!),296--300,,5.0,"computer science, curriculum, graphical user interface, human computer interaction, human computer systems, software development, texts",10.1145/384266.299791,SIGCSE Bull.,March 1999,31,1,,March,1999.0,0097-8418,,,,,,ACM,"New York, NY, USA",computer science usability education
27,76,article,2481454,Tim  Bell and Heidi  Newton and Peter  Andreae and Anthony  Robins,,,,The Introduction of Computer Science to NZ High Schools: An Analysis of Student Work,5--15,,11.0,"algorithms, computer science education, high school, programming languages, report-based assessment, usability",10.1145/2481449.2481454,,,,,,,2012.0,,Proceedings of the 7th Workshop in Primary and Secondary Computing Education,WiPSCE '12,,978-1-4503-1787-0,"Hamburg, Germany",ACM,"New York, NY, USA",computer science usability education
34,106,article,1404534,Kate  Sanders and Brad  Richards and Jan Erik Mostr&#246;m and Vicki  Almstrum and Stephen  Edwards and Sally  Fincher and Kat  Gunion and Mark  Hall and Brian  Hanks and Stephen  Lonergan and Robert  McCartney and Briana  Morrison and Jaime  Spacco and Lynda  Thomas,,,,DCER: Sharing Empirical Computer Science Education Data,137--148,,12.0,"computer science education, data repositories, data sharing, empirical data, information science education, research, research methods",10.1145/1404520.1404534,,,,,,,2008.0,,Proceedings of the Fourth International Workshop on Computing Education Research,ICER '08,,978-1-60558-216-0,"Sydney, Australia",ACM,"New York, NY, USA",computer science usability education
42,125,article,1181929,Murray  Browne and Sarah  Lowe and Scott  Wells and Michael W. Berry,,,,An Assessment of Computer Science Animations,162--168,,7.0,"CS0, computer science education, computers and education, multimedia, online learning, visualization",,J. Comput. Sci. Coll.,December 2006,22,2,,December,2006.0,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,computer science usability education
45,130,article,1358831,Jaime  S&#225;nchez and H&#233;ctor  Flores and Mauricio  S&#225;enz,,,,Mobile Science Learning for the Blind,3201--3206,,6.0,"blind learners, mobile learning., science learning, usability, virtual acoustic environments",10.1145/1358628.1358831,,,,,,,2008.0,,CHI '08 Extended Abstracts on Human Factors in Computing Systems,CHI EA '08,,978-1-60558-012-8,"Florence, Italy",ACM,"New York, NY, USA",computer science usability education
65,189,article,3012654,Laura Icela Gonz&#225;lez P&#233;rez and Mar&#237;a Soledad Ram&#237;rez Montoya and Francisco J. Garc&#237;a-Pe&#241;alvo,,,,Open Access to Educational Resources in Energy and Sustainability: Usability Evaluation Prototype for Repositories,1103--1108,,6.0,"design user interface, discovery tools, repository, science 2.0, usability evaluation prototype, user centered design, user experience",10.1145/3012430.3012654,,,,,,,2016.0,,Proceedings of the Fourth International Conference on Technological Ecosystems for Enhancing Multiculturality,TEEM '16,,978-1-4503-4747-1,"Salamanca, Spain",ACM,"New York, NY, USA",computer science usability education
85,227,article,1299022,Ponnurangam  Kumaraguru and Yong  Rhee and Steve  Sheng and Sharique  Hasan and Alessandro  Acquisti and Lorrie Faith Cranor and Jason  Hong,,,,Getting Users to Pay Attention to Anti-phishing Education: Evaluation of Retention and Transfer,70--81,,12.0,"email, embedded training, instructional principles, learning science, phishing, situated learning, usable privacy and security",10.1145/1299015.1299022,,,,,,,2007.0,,Proceedings of the Anti-phishing Working Groups 2Nd Annual eCrime Researchers Summit,eCrime '07,,978-1-59593-939-5,"Pittsburgh, Pennsylvania, USA",ACM,"New York, NY, USA",computer science usability education
92,238,article,2581899,Theodosios  Sapounidis and Stavros  Demetriadis,,,,Tangible Versus Graphical User Interfaces for Robot Programming: Exploring Cross-age Children's Preferences,1775--1786,,12.0,"Computer science education, Educational robot, Introductory programming, Tangible programming, Tangible user interfaces",10.1007/s00779-013-0641-7,Personal Ubiquitous Comput.,December  2013,17,8,,December,2013.0,1617-4909,,,,,,Springer-Verlag,"London, UK, UK",computer science usability education
97,249,article,1734404,Sarah  Douglas and Art  Farley and Ginnie  Lo and Andrzej  Proskurowski and Michal  Young,,,,Internationalization of Computer Science Education,411--415,,5.0,"computer science education, computers in society, internationalization",10.1145/1734263.1734404,,,,,,,2010.0,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computer science usability education
