type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
article,305871,Ainslie  Ellis and Dianne  Hagan and Judy  Sheard and Jason  Lowder and Wendy  Doube and Angela  Carbone and John  Robinson and Sylvia  Tucker,,,,A Collaborative Strategy for Developing Shared Java Teaching Resources to Support First Year Programming,84--87,,4,"Java programming, collaborative resources, repositories",10.1145/384267.305871,SIGCSE Bull.,Sept. 1999,31,3,,June,1999,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2366000,Toon  De Pessemier and Simon  Dooms and Luc  Martens,,,,Design and Evaluation of a Group Recommender System,225--228,,4,"aggregation strategy, evaluation, group recommender",10.1145/2365952.2366000,,,,,,,2012,,Proceedings of the Sixth ACM Conference on Recommender Systems,RecSys '12,,978-1-4503-1270-7,"Dublin, Ireland",ACM,"New York, NY, USA",computing education strategies
article,274683,Suresh K. Bhavnani and Bonnie E. John,,,,Delegation and Circumvention: Two Faces of Efficiency,273--280,,8,"CAD, GOMS, efficiency, productivity, strategies",10.1145/274644.274683,,,,,,,1998,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '98,,0-201-30987-4,"Los Angeles, California, USA",ACM Press/Addison-Wesley Publishing Co.,"New York, NY, USA",computing education strategies
article,2537772,James E. West,,,,The Nature and Value of Computing Education in Aerospace,51--55,,5,"aerospace, higher education, industry",10.1145/2537753.2537772,ACM Inroads,Dec-13,4,4,,December,2013,2153-2184,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1582479,Yun  Li and Ling  Zhao and Zhanjun  Liu and Qilie  Liu,,,,N-Drop: Congestion Control Strategy Under Epidemic Routing in DTN,457--460,,4,"DTN, N-Drop, congestion control, epidemic routing",10.1145/1582379.1582479,,,,,,,2009,,Proceedings of the 2009 International Conference on Wireless Communications and Mobile Computing: Connecting the World Wirelessly,IWCMC '09,,978-1-60558-569-7,"Leipzig, Germany",ACM,"New York, NY, USA",computing education strategies
article,3084206,Zbyn&#283;k  Pitra and Luk&#225;&#353;  Bajer and Jakub  Repick&#253; and Martin  Hole&#328;a,,,,Comparison of Ordinal and Metric Gaussian Process Regression As Surrogate Models for CMA Evolution Strategy,1764--1771,,8,"black-box optimization, evolutionary optimization, gaussian-process regression, surrogate modelling",10.1145/3067695.3084206,,,,,,,2017,,Proceedings of the Genetic and Evolutionary Computation Conference Companion,GECCO '17,,978-1-4503-4939-0,"Berlin, Germany",ACM,"New York, NY, USA",computing education strategies
article,2488584,Romain  Vasseur and St&#233;phanie  Baud and Luiz Angelo Steffenel and Xavier  Vigouroux and Laurent  Martiny and Micha&#235;l  Krajecki and Manuel  Dauchez,,,,Parallel Strategies for an Inverse Docking Method,253--258,,6,"blind docking, inverse docking, master-worker, molecular docking, task stealing",10.1145/2488551.2488584,,,,,,,2013,,Proceedings of the 20th European MPI Users' Group Meeting,EuroMPI '13,,978-1-4503-1903-4,"Madrid, Spain",ACM,"New York, NY, USA",computing education strategies
article,2318002,Kathryn  Rivard and Haakon  Faste,,,,How Learning Works in Design Education: Educating for Creative Awareness Through Formative Reflexivity,298--307,,10,"creativity, design education, feedback, fluency, formative failure, integration, knowledge, motivation, practice, transfer",10.1145/2317956.2318002,,,,,,,2012,,Proceedings of the Designing Interactive Systems Conference,DIS '12,,978-1-4503-1210-3,"Newcastle Upon Tyne, United Kingdom",ACM,"New York, NY, USA",computing education strategies
article,2656481,Aleata  Hubbard and Yvonne  Kao,,,,Industry Partnerships to Support Computer Science High School Teachers' Pedagogical Content Knowledge,89--90,,2,"computer science education, education industry partnership, pedagogical content knowledge, secondary education, teacher professional development",10.1145/2656450.2656481,,,,,,,2014,,Proceedings of the 15th Annual Conference on Information Technology Education,SIGITE '14,,978-1-4503-2686-5,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2459946,Geoff  Berry and Judy  Sheard and Marian  Quartly,,,,A Virtual Museum of Computing History: An Educational Resource Bringing the Relationship Between People and Computers to Life,79--86,,8,"animation, computer science education, computing museum, history of computing",,,,,,,,2011,,Proceedings of the Thirteenth Australasian Computing Education Conference - Volume 114,ACE '11,,978-1-920682-94-1,"Perth, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
article,1125546,James  Foley and Jenny  Preece,,,,CHI Education Community SIG,435--436,,2,"CHI education, CHI education community, experience reports",10.1145/1125451.1125546,,,,,,,2006,,CHI '06 Extended Abstracts on Human Factors in Computing Systems,CHI EA '06,,1-59593-298-4,"Montr&#233;al, Qu&#233;bec, Canada",ACM,"New York, NY, USA",computing education strategies
article,1383628,Henry  Neeman and Horst  Severini and Dee  Wu,,,,Supercomputing in Plain English: Teaching Cyberinfrastructure to Computing Novices,27--30,,4,"inexperienced programmers, parallel computing, scientific programming",10.1145/1383602.1383628,SIGCSE Bull.,Jun-08,40,2,,June,2008,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2544290,Lisa M. Marvel and Stephen  Raio and Lori  Pollock and David  Arty and Gerard  Chaney and Giorgio  Bertoli and Christopher  Paprcka and Wendy  Choi and Erica  Bertoli and Sandra K. Young,,,,"A Comparison of Two Hands-on Laboratory Experiences in Computers, Networks and Cyber Security for 10Th-12th Graders (Abstract Only)",720--720,,1,"K-12 stem education, cyber security education",10.1145/2538862.2544290,,,,,,,2014,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,3017807,Ren&#233;e  McCauley and Bill  Manaris and David  Heise and Cate  Sheller and Jennifer  Jolley and Alan  Zaring,,,,Computing in the Arts: Curricular Innovations and Results,693--694,,2,"computational thinking, computing in the arts, education, interdisciplinary education, media computation",10.1145/3017680.3017807,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,1047405,Patricia Y. Logan and Allen  Clarkson,,,,Teaching Students to Hack: Curriculum Issues in Information Security,157--161,,5,"computer science education, computer security, education, ethics and computers, hacking, information assurance, information security",10.1145/1047124.1047405,SIGCSE Bull.,2005,37,1,,February,2005,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1047405,Patricia Y. Logan and Allen  Clarkson,,,,Teaching Students to Hack: Curriculum Issues in Information Security,157--161,,5,"computer science education, computer security, education, ethics and computers, hacking, information assurance, information security",10.1145/1047344.1047405,,,,,,,2005,,Proceedings of the 36th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '05,,1-58113-997-7,"St. Louis, Missouri, USA",ACM,"New York, NY, USA",computing education strategies
article,286546,Marian G. Williams and Andrew  Sears and Alan  Dix and Tom  Hewett and Marilyn  Mantei and Jenny  Preece,,,,Famous CHI Educators Tell All,94--95,,2,"HCI education, HCI professional education, academia, industry",10.1145/286498.286546,,,,,,,1998,,CHI 98 Conference Summary on Human Factors in Computing Systems,CHI '98,,1-58113-028-7,"Los Angeles, California, USA",ACM,"New York, NY, USA",computing education strategies
article,2445514,Barbara J. Ericson and Christopher  Michaud and Nannette  Napier and Krishnendu  Roy,,,,How to Plan and Run Computing Summer Camps for 4Th-12th Grade Students (Abstract Only),762--762,,1,"camps, education, k-12",10.1145/2445196.2445514,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,1140136,J. Mark Pullen,,,,Scaling Up a Distance Education Program in Computer Science,33--37,,5,"course management, education support, internet distance education",10.1145/1140123.1140136,SIGCSE Bull.,Sep-06,38,3,,June,2006,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1140136,J. Mark Pullen,,,,Scaling Up a Distance Education Program in Computer Science,33--37,,5,"course management, education support, internet distance education",10.1145/1140124.1140136,,,,,,,2006,,Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITICSE '06,,1-59593-055-8,"Bologna, Italy",ACM,"New York, NY, USA",computing education strategies
article,3012627,Vicente  L&#243;pez-Pena and Vicente A. L&#243;pez-Chao and Dario Ramiro Aparicio,,,,Study of the Methodologies Used by the Teaching Staff of Technical Drawing for Adaptation to European Higher Education Area: Universities of Galicia (Spain),925--929,,5,"architecture, education, engineering, graphic expression, methodologies, university of Galice",10.1145/3012430.3012627,,,,,,,2016,,Proceedings of the Fourth International Conference on Technological Ecosystems for Enhancing Multiculturality,TEEM '16,,978-1-4503-4747-1,"Salamanca, Spain",ACM,"New York, NY, USA",computing education strategies
article,2905138,Suraj Kumar Awasthi and Sheetal  Vij and Debajyoti  Mukhopadhyay and Avinash J. Agrawal,,,,Multi Strategy Selection in E- Negotiation: A Proposed Architecture,79:1--79:5,79,5,"Automated Negotiation System (ANS), Multi- Strategy Selection, Negotiation Strategy",10.1145/2905055.2905138,,,,,,,2016,,Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies,ICTCS '16,,978-1-4503-3962-9,"Udaipur, India",ACM,"New York, NY, USA",computing education strategies
article,3137069,Christian P. Brackmann and Marcos  Rom&#225;n-Gonz&#225;lez and Gregorio  Robles and Jes&#250;s  Moreno-Le&#243;n and Ana  Casali and Dante  Barone,,,,Development of Computational Thinking Skills Through Unplugged Activities in Primary School,65--72,,8,"Assessment, Computational Thinking Test, Computational Thinking Unplugged, Computers in Education, Elementary Education, Evaluation, Primary School",10.1145/3137065.3137069,,,,,,,2017,,Proceedings of the 12th Workshop on Primary and Secondary Computing Education,WiPSCE '17,,978-1-4503-5428-8,"Nijmegen, Netherlands",ACM,"New York, NY, USA",computing education strategies
article,2591713,Shuchi  Grover and Stephen  Cooper and Roy  Pea,,,,Assessing Computational Learning in K-12,57--62,,6,"assessment, computational thinking, computer science education, computing education, k-12 curriculum development.",10.1145/2591708.2591713,,,,,,,2014,,Proceedings of the 2014 Conference on Innovation &#38; Technology in Computer Science Education,ITiCSE '14,,978-1-4503-2833-3,"Uppsala, Sweden",ACM,"New York, NY, USA",computing education strategies
article,2702056,Akihiko  Yamaguchi and Masahiro  Oshita and Jun  Takamatsu and Tsukasa  Ogasawara,,,,Experimental Verification of Learning Strategy Fusion for Varying Environments,171--172,,2,"crawling, learning strategy, robot learning",10.1145/2701973.2702056,,,,,,,2015,,Proceedings of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction Extended Abstracts,HRI'15 Extended Abstracts,,978-1-4503-3318-4,"Portland, Oregon, USA",ACM,"New York, NY, USA",computing education strategies
article,2347560,Natalie  Ebenreuter and Marjan  Geerts,,,,Design Strategy: Towards an Understanding of Different Methods and Perspectives,51:1--51:8,51,8,"design, methods, multidisciplinary, process strategy",10.1145/2347504.2347560,,,,,,,2011,,Proceedings of the 2011 Conference on Designing Pleasurable Products and Interfaces,DPPI '11,,978-1-4503-1280-6,"Milano, Italy",ACM,"New York, NY, USA",computing education strategies
article,1008106,Lillian N. Cassel and Edward A. Fox and JAN  Lee and Manuel A. P&#233;rez-Qui&#241;ones and Deborah  Knox and John  Impagliazzo and Lee  Giles,,,,Using CITIDEL to Develop and Share Class Plans,270--270,,1,"educational resource development, publishing educational materials",10.1145/1026487.1008106,SIGCSE Bull.,Sep-04,36,3,,June,2004,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1008106,Lillian N. Cassel and Edward A. Fox and JAN  Lee and Manuel A. P&#233;rez-Qui&#241;ones and Deborah  Knox and John  Impagliazzo and Lee  Giles,,,,Using CITIDEL to Develop and Share Class Plans,270--270,,1,"educational resource development, publishing educational materials",10.1145/1007996.1008106,,,,,,,2004,,Proceedings of the 9th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '04,,1-58113-836-9,"Leeds, United Kingdom",ACM,"New York, NY, USA",computing education strategies
article,2661186,Vijay  Anand,,,,"Intrusion Detection: Tools, Techniques and Strategies",69--73,,5,"anomaly, attacks, honeynet, honeypot, intrusion, pattern, sanitization, virtualized",10.1145/2661172.2661186,,,,,,,2014,,Proceedings of the 42Nd Annual ACM SIGUCCS Conference on User Services,SIGUCCS '14,,978-1-4503-2780-0,"Salt Lake City, Utah, USA",ACM,"New York, NY, USA",computing education strategies
article,2544259,Daniel D. Garcia and Dan  Armendariz,,,,"Technology That Educators of Computing Hail (TECH): Come, Share Your Favorites! (Abstract Only)",736--736,,1,"ensemble, technologies for education, tools for education",10.1145/2538862.2544259,,,,,,,2014,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2742575,Darren Scott Appling and Erica J. Briscoe and Clayton J. Hutto,,,,Discriminative Models for Predicting Deception Strategies,947--952,,6,"deception, deception strategies, deception strategy prediction, natural language processing, social computing",10.1145/2740908.2742575,,,,,,,2015,,Proceedings of the 24th International Conference on World Wide Web,WWW '15 Companion,,978-1-4503-3473-0,"Florence, Italy",ACM,"New York, NY, USA",computing education strategies
article,2325362,Hannah  Fidoten and Jaime  Spacco,,,,What Do Computer Scientists Do?: A Survey of CS and non-CS Liberal Arts Faculty,279--284,,6,"cs education, cs education research, survey",10.1145/2325296.2325362,,,,,,,2012,,Proceedings of the 17th ACM Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '12,,978-1-4503-1246-2,"Haifa, Israel",ACM,"New York, NY, USA",computing education strategies
